Time,TemperatureF,DewpointF,PressureIn,WindDirection,WindDirectionDegrees,WindSpeedMPH,WindSpeedGustMPH,Humidity,HourlyPrecipIn,Conditions,Clouds,dailyrainin,SoftwareType,DateUTC
"2012-10-09 20:37:00",56.0,53.0,29.90,East,88,1.0,-999.0,89,-99.99,,,0.24,"weatherlink.com 1.10","2012-10-09 19:37:00"
"2012-10-09 20:52:00",55.9,53.0,29.90,East,88,5.0,-999.0,89,-99.99,,,0.24,"weatherlink.com 1.10","2012-10-09 19:52:00"
"2012-10-09 21:37:00",55.8,53.0,29.91,East,92,4.0,-999.0,89,-99.99,,,0.25,"weatherlink.com 1.10","2012-10-09 20:37:00"
"2012-10-09 22:06:00",55.5,52.0,29.90,ESE,112,3.0,-999.0,89,-99.99,,,0.25,"weatherlink.com 1.10","2012-10-09 21:06:00"
"2012-10-09 22:21:00",55.4,52.0,29.90,ESE,111,0.0,-999.0,89,-99.99,,,0.26,"weatherlink.com 1.10","2012-10-09 21:21:00"
"2012-10-09 22:37:00",55.4,52.0,29.91,ESE,111,0.0,-999.0,89,-99.99,,,0.26,"weatherlink.com 1.10","2012-10-09 21:37:00"
"2012-10-09 22:52:00",55.3,52.0,29.91,ESE,111,3.0,-999.0,89,-99.99,,,0.26,"weatherlink.com 1.10","2012-10-09 21:52:00"
"2012-10-09 23:22:00",55.3,52.0,29.90,ESE,111,0.0,-999.0,89,-99.99,,,0.26,"weatherlink.com 1.10","2012-10-09 22:22:00"
"2012-10-09 23:54:00",55.4,52.0,29.91,ESE,111,4.0,-999.0,89,-99.99,,,0.26,"weatherlink.com 1.10","2012-10-09 22:54:00"
"2012-10-10 00:08:00",55.2,52.0,29.91,ESE,111,0.0,-999.0,89,-99.99,,,0.26,"weatherlink.com 1.10","2012-10-09 23:08:00"
"2012-10-10 00:41:00",55.1,52.0,29.90,ESE,111,0.0,-999.0,89,-99.99,,,0.26,"weatherlink.com 1.10","2012-10-09 23:41:00"
"2012-10-10 00:57:00",55.2,52.0,29.91,ESE,111,0.0,-999.0,89,-99.99,,,0.26,"weatherlink.com 1.10","2012-10-09 23:57:00"
"2012-10-10 01:11:00",55.3,52.0,29.91,ESE,111,1.0,-999.0,89,-99.99,,,0.26,"weatherlink.com 1.10","2012-10-10 00:11:00"
"2012-10-10 01:26:00",55.3,52.0,29.91,ESE,111,0.0,-999.0,89,-99.99,,,0.26,"weatherlink.com 1.10","2012-10-10 00:26:00"
"2012-10-10 01:44:00",55.3,52.0,29.90,ESE,111,0.0,-999.0,89,-99.99,,,0.26,"weatherlink.com 1.10","2012-10-10 00:44:00"
"2012-10-10 02:00:00",55.4,52.0,29.90,ESE,111,3.0,-999.0,89,-99.99,,,0.26,"weatherlink.com 1.10","2012-10-10 01:00:00"
"2012-10-10 02:30:00",55.5,52.0,29.89,ESE,112,1.0,-999.0,89,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 01:30:00"
"2012-10-10 02:59:00",55.4,52.0,29.89,ESE,111,0.0,-999.0,89,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 01:59:00"
"2012-10-10 03:32:00",55.6,53.0,29.89,ESE,111,0.0,-999.0,89,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 02:32:00"
"2012-10-10 03:45:00",55.7,53.0,29.88,ESE,111,0.0,-999.0,89,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 02:45:00"
"2012-10-10 04:31:00",55.9,53.0,29.87,ESE,112,1.0,-999.0,89,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 03:31:00"
"2012-10-10 04:47:00",55.9,53.0,29.87,ESE,112,0.0,-999.0,89,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 03:47:00"
"2012-10-10 05:16:00",56.0,53.0,29.87,ESE,112,0.0,-999.0,89,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 04:16:00"
"2012-10-10 05:31:00",56.2,53.0,29.87,ESE,112,1.0,-999.0,89,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 04:31:00"
"2012-10-10 05:46:00",56.2,53.0,29.87,ESE,112,4.0,-999.0,89,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 04:46:00"
"2012-10-10 06:03:00",56.3,53.0,29.87,ESE,112,2.0,-999.0,89,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 05:03:00"
"2012-10-10 06:34:00",56.3,53.0,29.87,ESE,111,2.0,-999.0,89,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 05:34:00"
"2012-10-10 07:05:00",56.2,53.0,29.87,ESE,111,3.0,-999.0,89,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 06:05:00"
"2012-10-10 07:19:00",56.2,53.0,29.87,ESE,111,3.0,-999.0,89,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 06:19:00"
"2012-10-10 07:51:00",56.0,53.0,29.87,ESE,111,3.0,-999.0,89,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 06:51:00"
"2012-10-10 08:23:00",56.2,53.0,29.87,ESE,117,4.0,-999.0,89,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 07:23:00"
"2012-10-10 08:37:00",56.3,53.0,29.87,ESE,119,1.0,-999.0,89,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 07:37:00"
"2012-10-10 08:52:00",56.5,53.0,29.87,ESE,118,6.0,-999.0,88,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 07:52:00"
"2012-10-10 09:08:00",56.5,53.0,29.87,SE,129,6.0,-999.0,88,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 08:08:00"
"2012-10-10 10:08:00",56.8,54.0,29.88,SE,124,7.0,-999.0,89,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 09:08:00"
"2012-10-10 10:26:00",56.8,54.0,29.88,SE,128,4.0,-999.0,89,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 09:26:00"
"2012-10-10 10:40:00",56.9,54.0,29.89,ESE,117,6.0,-999.0,89,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 09:40:00"
"2012-10-10 11:25:00",57.1,54.0,29.88,ESE,123,9.0,-999.0,88,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 10:25:00"
"2012-10-10 11:41:00",57.3,54.0,29.88,SE,124,4.0,-999.0,88,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 10:41:00"
"2012-10-10 12:12:00",58.2,55.0,29.86,SE,124,4.0,-999.0,89,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 11:12:00"
"2012-10-10 12:45:00",58.4,55.0,29.85,SE,125,3.0,-999.0,89,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 11:45:00"
"2012-10-10 13:15:00",58.8,56.0,29.85,SE,130,5.0,-999.0,89,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 12:15:00"
"2012-10-10 14:01:00",59.1,56.0,29.83,SSE,159,1.0,-999.0,88,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 13:01:00"
"2012-10-10 14:17:00",59.1,56.0,29.83,SSE,163,1.0,-999.0,88,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 13:17:00"
"2012-10-10 15:01:00",59.0,55.0,29.81,SSE,159,8.0,-999.0,87,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 14:01:00"
"2012-10-10 15:18:00",58.9,55.0,29.81,SSE,159,1.0,-999.0,87,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 14:18:00"
"2012-10-10 15:49:00",58.6,55.0,29.80,SE,145,4.0,-999.0,87,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 14:49:00"
"2012-10-10 16:03:00",58.6,55.0,29.80,SSE,151,4.0,-999.0,87,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 15:03:00"
"2012-10-10 16:34:00",58.4,55.0,29.79,SSE,153,2.0,-999.0,87,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 15:34:00"
"2012-10-10 17:05:00",58.1,54.0,29.78,SE,144,3.0,-999.0,87,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 16:05:00"
"2012-10-10 17:20:00",57.9,54.0,29.78,SE,143,2.0,-999.0,87,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 16:20:00"
"2012-10-10 17:36:00",57.9,54.0,29.78,SE,143,2.0,-999.0,87,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 16:36:00"
"2012-10-10 17:51:00",57.8,54.0,29.77,SE,145,3.0,-999.0,87,-99.99,,,0.00,"weatherlink.com 1.10","2012-10-10 16:51:00"
"2012-10-10 18:38:00",57.3,54.0,29.76,SE,131,4.0,-999.0,88,-99.99,,,0.01,"weatherlink.com 1.10","2012-10-10 17:38:00"
"2012-10-10 19:09:00",57.6,54.0,29.75,SE,132,4.0,-999.0,88,-99.99,,,0.01,"weatherlink.com 1.10","2012-10-10 18:09:00"
"2012-10-10 19:22:00",57.8,54.0,29.75,SSE,165,4.0,-999.0,88,-99.99,,,0.01,"weatherlink.com 1.10","2012-10-10 18:22:00"
"2012-10-10 19:37:00",57.9,54.0,29.74,SSE,155,2.0,-999.0,88,-99.99,,,0.02,"weatherlink.com 1.10","2012-10-10 18:37:00"
"2012-10-10 19:52:00",57.9,54.0,29.74,SSE,163,6.0,-999.0,88,-99.99,,,0.02,"weatherlink.com 1.10","2012-10-10 18:52:00"
"2012-10-10 20:09:00",58.0,55.0,29.74,SSE,156,12.0,-999.0,88,-99.99,,,0.02,"weatherlink.com 1.10","2012-10-10 19:09:00"
"2012-10-10 20:23:00",58.0,55.0,29.73,SSE,164,4.0,-999.0,88,-99.99,,,0.02,"weatherlink.com 1.10","2012-10-10 19:23:00"
"2012-10-10 20:40:00",58.0,55.0,29.73,SSE,161,14.0,-999.0,88,-99.99,,,0.02,"weatherlink.com 1.10","2012-10-10 19:40:00"
"2012-10-10 21:10:00",58.0,55.0,29.73,South,169,6.0,-999.0,88,-99.99,,,0.03,"weatherlink.com 1.10","2012-10-10 20:10:00"
"2012-10-10 21:26:00",58.0,55.0,29.72,SSE,160,4.0,-999.0,88,-99.99,,,0.04,"weatherlink.com 1.10","2012-10-10 20:26:00"
"2012-10-10 21:40:00",58.0,55.0,29.72,South,180,5.0,-999.0,88,-99.99,,,0.05,"weatherlink.com 1.10","2012-10-10 20:40:00"
"2012-10-10 22:11:00",57.8,54.0,29.70,SE,146,7.0,-999.0,88,-99.99,,,0.08,"weatherlink.com 1.10","2012-10-10 21:11:00"
"2012-10-10 22:25:00",57.8,54.0,29.69,SE,137,6.0,-999.0,88,-99.99,,,0.09,"weatherlink.com 1.10","2012-10-10 21:25:00"
"2012-10-10 22:40:00",57.8,54.0,29.68,SSE,159,12.0,-999.0,88,-99.99,,,0.09,"weatherlink.com 1.10","2012-10-10 21:40:00"
"2012-10-10 22:55:00",57.9,54.0,29.68,SE,127,9.0,-999.0,88,-99.99,,,0.09,"weatherlink.com 1.10","2012-10-10 21:55:00"
"2012-10-10 23:42:00",58.0,55.0,29.66,SE,138,9.0,-999.0,88,-99.99,,,0.15,"weatherlink.com 1.10","2012-10-10 22:42:00"
